id,title,author,genre,publishDate
364,"Master and Margaret, The (Il maestro e Margherita)",Beilul Zemler,Drama|Fantasy|Romance,10/9/2016
365,Small Apartments,Hagan Stapylton,Comedy|Crime|Drama,12/4/2021
366,Bluebeard,Cecily Beneix,Thriller,8/2/2022
367,"Baby, The",Adorne Spini,Horror,12/15/2019
368,"Reaping, The",Barnabas Flahive,Horror|Thriller,11/26/2015
369,Traveller,Guthry Goneau,Drama,10/3/2016
370,Bury My Heart at Wounded Knee,Davina Kuna,Drama|Western,4/18/2020
371,Murder at 1600,Mallissa Dongles,Crime|Drama|Mystery|Thriller,11/25/2020
372,Hell Drivers,Glenine Vlies,Drama,11/8/2020
373,Ted,Cletus Nevison,Comedy|Fantasy,10/30/2017
374,"Sacrament, The",Davy Copas,Horror|Thriller,1/14/2017
375,Won't Anybody Listen?,Misha Rodie,Documentary,4/11/2020
376,Billabong Odyssey,Gherardo Wildbore,Documentary,1/19/2019
377,Lipstick,Avis Malone,Drama,10/19/2015
378,"Purple Plain, The",Rosie Aveling,Drama|War,10/29/2016
379,Pornstar: The Legend of Ron Jeremy,Blair Ancketill,Documentary,12/18/2017
380,"Lost Battalion, The",Beryl Gwillim,Action|Drama|War,9/26/2020
381,Zardoz,Edlin Norway,Fantasy|Sci-Fi,4/12/2016
382,Vengo,Madalena Hritzko,Drama|Musical,10/2/2020
383,Honey Moon (Honigmond),Morton Stiggers,Comedy,4/23/2017
384,"Cutting Edge: Going for the Gold, The",Kathlin Tant,Comedy|Drama|Romance,12/5/2018
385,Mother Joan of the Angels (Matka Joanna od aniolów),Cordy Joiris,Drama|Horror,12/4/2017
386,To Mars by A-Bomb: The Secret History of Project Orion,Katalin Kibard,Documentary,4/9/2020
387,"Man Vanishes, A (Ningen Johatsu)",Dickie Spracklin,Documentary|Drama|Mystery,8/1/2017
388,Stagecoach,Alejandro Daltry,Action|Drama|Romance|Western,12/28/2020
389,Shark Skin Man and Peach Hip Girl (Samehada otoko to momojiri onna),Tabbie Banker,Action|Comedy|Mystery|Thriller,5/2/2017
390,Moving Out,Dom O'Flaherty,Drama,4/21/2022
391,"Chorus, The (Hamsarayan)",Catharina Shewon,Drama,3/12/2016
392,Poison Ivy II,Iggie Darbyshire,Drama|Thriller,11/14/2017
393,Tribes,Kalila Elbourne,Drama,5/17/2017
394,Wadd: The Life & Times of John C. Holmes,Werner Brislane,Documentary,6/15/2016
395,The Inner Circle,Kaitlyn Dye,Drama,5/24/2020
396,Run of the Arrow,Tomlin Kynder,Western,1/21/2022
397,Incir Reçeli,Aila Ewebank,Drama|Romance,4/9/2021
398,Brothers at War,Evelin Tommeo,Documentary|War,3/24/2018
399,Pink Flamingos,Theodosia Roger,Comedy,7/12/2015
400,"Snow Queen, The (Lumikuningatar)",Emylee Stripling,Children|Fantasy,7/26/2016
401,American Pie Presents: The Book of Love (American Pie 7: The Book of Love),Dell Freak,Comedy,10/3/2018
402,Poltergeist II: The Other Side,Arvin Olifaunt,Horror|Thriller,9/23/2019
403,"Heat's On, The",Horacio Dimic,Comedy|Musical,3/16/2022
404,I Was A Communist for the FBI,Hunt Renak,Drama|Film-Noir|Thriller,10/1/2021
405,Elfie Hopkins: Cannibal Hunter,Georgena Baythrop,Horror|Thriller,9/16/2015
406,"Eye 2, The (Gin gwai 2)",Joseph MacArdle,Horror|Thriller,1/6/2020
407,Away with Words (San tiao ren),Diandra Rodie,(no genres listed),6/10/2022
408,Prom Night III: The Last Kiss,Bettina Kadd,Horror,11/25/2015
409,"Big Combo, The",Rosette Tomas,Film-Noir,1/10/2023
410,"No Retreat, No Surrender 2: Raging Thunder",Emelita Bum,Action|Adventure,10/30/2015
411,Judith of Bethulia,Brinn Cestard,Adventure|Drama|Romance,8/27/2015
412,Beneath,Helen-elizabeth Haylor,Horror,6/11/2018
413,"Guard, The",Mia Sanderson,Comedy|Crime,5/2/2017
414,"Patsy, The",Melissa Tanswill,Comedy,5/9/2021
415,Raising Cain,Nicko Dechelle,Horror|Thriller,1/22/2021
416,Grateful Dawg,Stace Habden,Documentary,2/11/2023
417,"History of Violence, A",Elbert Farndon,Action|Crime|Drama|Thriller,1/22/2017
418,Nightmare,Sandro Filintsev,Horror|Mystery|Thriller,4/29/2019
419,Visit to a Small Planet,Brittany Gribbell,Comedy|Sci-Fi,7/29/2015
420,Time Bandits,Idalina Tumielli,Adventure|Comedy|Fantasy|Sci-Fi,12/14/2015
421,Pioneer (Pionér),Ajay Izacenko,Thriller,6/1/2016
422,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Beverie Milby,Documentary,7/21/2021
423,"Working Class Goes to Heaven, The (a.k.a. Lulu the Tool) (La classe operaia va in paradiso)",Valentin Grimestone,Drama,6/29/2018
424,Seven Days to Noon,Jacqueline Heinig,Drama|Thriller,6/7/2017
425,Stephen Fry In America - New World,Drona Stenning,(no genres listed),4/25/2018
426,Phantom of the Paradise,Harlan O'Corrin,Comedy|Fantasy|Horror|Musical|Thriller,2/1/2021
427,"Ator, the Fighting Eagle (Ator l'invincibile)",Philippa Peeter,Action|Adventure|Fantasy,6/20/2018
428,Charlie Chan at Treasure Island,Star Sissons,Comedy|Crime|Horror|Mystery|Thriller,9/16/2018
429,Jerusalema (Gangster's Paradise: Jerusalema),Minor Nehls,Action|Crime|Drama,9/8/2020
430,Out of Reach,James Huxter,Action|Drama|Romance|Thriller,2/18/2016
431,My Foolish Heart,Luciano Deport,Drama,4/23/2022
432,Tribes,Lillis Petracco,Drama,11/27/2020
433,Changeling,Yolanthe Buckie,Crime|Drama|Mystery,7/7/2017
434,Murder Ahoy,Noella Brassill,Comedy|Crime|Drama|Mystery,4/20/2022
435,Race,Bondy Powell,Action|Comedy,2/18/2016
436,Blood and Sand (Sangre y Arena),Hakim Hymans,Drama|Romance,4/6/2016
437,Don't Stop Believin': Everyman's Journey,Blake La Torre,Documentary,1/3/2021
438,Shepherd,Orv Coytes,Sci-Fi,11/1/2022
439,"Commitments, The",Cyrille Coppen,Comedy|Drama|Musical,4/27/2022
440,Summer Days With Coo,Nanete Elener,Animation,7/21/2015
441,Tillie's Punctured Romance,Brenden Wandrich,Comedy,4/29/2019
442,"Endless Summer, The",Jonathon Dorn,Documentary,12/15/2015
443,Brian's Song,Kendell Kennelly,Drama,8/9/2017
444,Exit,Ely Robins,Drama,2/11/2022
445,Native Son,Carolee Bravington,Drama,7/25/2022
446,Widows,Andrea Cornelisse,Drama,2/12/2017
447,"Love Trap, The",Cynthy Spratling,Comedy|Romance,12/9/2015
448,Chain Lightning,Sam Choat,Action|Drama,9/26/2015
449,Blade II,Stephana Greir,Action|Horror|Thriller,7/2/2020
450,Ex-Lady,Frank Mattock,Comedy|Drama,7/23/2022
451,CB4 - The Movie,Gabriellia Jaquemar,Comedy,4/4/2019
452,"Single Shot, A",Revkah McSorley,Crime|Drama|Film-Noir|Thriller,10/4/2019
453,"Outfit, The",Salim Marcq,Crime|Drama|Thriller,10/24/2016
454,Day of the Dead 2: Contagium,Sharlene Birkwood,Horror|Sci-Fi,11/7/2021
455,Rasen,Shandra Ghidotti,Drama|Fantasy|Horror|Mystery|Thriller,7/12/2019
456,Fort Bliss,Laural Anthonsen,Drama|War,6/12/2022
457,Demon Wind,Diann Dowrey,Horror,3/7/2019
458,Chopping Mall (a.k.a. Killbots),Clarinda Hutten,Action|Horror|Sci-Fi,4/19/2021
459,Night of the Demons 2,Ursala Denny,Horror,7/30/2017
460,Under the Bombs,Kimberly Elston,Drama|War,2/21/2017
461,Flight of the Intruder,Ingaborg Philipps,Action|War,7/17/2019
462,Educating Rita,Gustave Leif,Comedy|Drama,3/3/2016
463,Lost & Found,Abdel O'Driscoll,Comedy|Romance,7/6/2022
464,Professor Beware,Antonino Gasson,Comedy,6/6/2017
465,Dark Island,Fitz Clapshaw,Action|Sci-Fi|Thriller,6/18/2016
466,Shriek If You Know What I Did Last Friday the Thirteenth,Abba Foxon,Comedy|Horror,12/15/2015
467,'Round Midnight,Valma Van Dale,Drama|Musical,11/20/2020
468,Djomeh,Micaela Benford,Drama,3/1/2021
469,For Ellen,Seana Edmons,Drama,2/19/2022
470,September Dawn,Jacques Markie,Drama|Romance|Western,11/19/2018
471,Tyler Perry's Madea's Witness Protection,Adah Probate,Comedy,2/11/2019
472,Earth vs. the Flying Saucers,Bartie Domange,Sci-Fi,9/7/2015
473,P.U.N.K.S,Charyl Salzburger,Children|Comedy|Sci-Fi,6/26/2022
474,Lucky Them,Gregorius Norley,Drama,8/30/2021
475,Madeline,Marya Seegar,Children|Comedy,11/14/2016
476,"Sound of Insects, The",Siobhan Nuton,Adventure|Documentary|Drama|Mystery|Thriller,3/17/2016
477,Frank and Ollie,Leoline Ferrara,Documentary,10/2/2015
478,The Circle,Melonie Caris,Thriller,1/3/2017
479,Inauguration of the Pleasure Dome,Darrell Feldmus,Fantasy,8/22/2017
480,I Am Jesus,Alanna Disdel,Documentary,8/23/2021
481,"Howling, The",Emmanuel McClosh,Horror|Mystery,6/29/2019
482,Skeleton Crew,Quintina Turk,Horror,5/2/2016
483,Solan og Ludvig: Jul i Flåklypa,Ivie Dimitrescu,Animation|Children,11/15/2022
484,Death Ship,Dyan Rowswell,Horror,6/5/2016
485,Weight of the Nation,Jeane Ray,Documentary,11/30/2018
486,Bo Burnham: what.,Elinore Purchon,Comedy,12/14/2016
487,Barbarian Queen,Lyell Potte,Action|Adventure|Fantasy,1/12/2023
488,Zeitgeist: Addendum,Jeralee Bramer,Documentary,1/1/2019
489,"Vampir (Cuadecuc, vampir)",Ailina Devote,Documentary|Horror,12/6/2019
490,"Heart Is a Lonely Hunter, The",Daisie Lailey,Drama,10/27/2020
491,"Pebble and the Penguin, The",Zea Slorance,Animation|Musical,8/16/2022
492,Zombie Strippers!,Jilli Longridge,Comedy|Horror,7/3/2017
493,Backcountry,Paxon Plewes,Drama|Horror|Thriller,4/21/2019
494,"Pirates of Penzance, The",Howie Trematick,Adventure|Comedy|Musical,11/21/2020
495,Je m'appelle Elisabeth,Paola Eplate,(no genres listed),9/22/2016
496,Kingdom of Heaven,Clarabelle McSpirron,Action|Drama|Romance|War,5/31/2019
497,Red Tails,Audrye Rattry,Action|Adventure|Drama|War,2/14/2023
498,Valley of the Dolls,Janie Chantree,Drama,4/24/2017
499,X2: X-Men United,Lyndsie Tantrum,Action|Adventure|Sci-Fi|Thriller,8/2/2022
500,Story of a Prostitute (Shunpu den),Genni Milillo,Drama|War,3/15/2017
